"image_model","oddball","target_loc","ms_stim","synth_num","crop_x","crop_y","crop_x_2","crop_y_2","subj","session","test_location","rand_seed","trial","response","rt","eye_valid","prop_eye_valid","correct","image_code","image_name","presentation_cond","subj_display"
"PS","synth",3,2000,10,1,4,129,54,"TW",4,"cin",210891.6261,157,"3",2.23821912499989,NA,NA,1,"Gravel0097_1_S","Gravel","Inspection","TW"
"conv5","original",3,2000,9,102,1,80,129,"TW",4,"cin",210891.6261,158,"1",2.40420575999997,NA,NA,0,"Scrapyard0033_1_S","Scrap","Inspection","TW"
"powerspec","original",3,2000,10,1,71,129,103,"TW",4,"cin",210891.6261,159,"1",2.29138828500072,NA,NA,0,"Carpet0047_1_S","Carpet","Inspection","TW"
"powerspec","synth",3,2000,4,77,1,23,129,"TW",4,"cin",210891.6261,160,"2",2.43391398499989,NA,NA,0,"FlowerBeds0044_1_S","Flowers","Inspection","TW"
"PS","synth",1,2000,1,1,55,129,99,"TW",4,"cin",210891.6261,161,"1",2.52212172999862,NA,NA,1,"Gravel0097_1_S","Gravel","Inspection","TW"
"PS","original",1,2000,6,36,1,40,129,"TW",4,"cin",210891.6261,162,"1",2.42673266499878,NA,NA,1,"MetalFloorsBare0024_1_S","Metal","Inspection","TW"
"PS","synth",3,2000,1,105,1,72,129,"TW",4,"cin",210891.6261,163,"3",2.38956892500028,NA,NA,1,"RooftilesCeramic0037_1_S","Tiles","Inspection","TW"
"conv5","synth",1,2000,6,41,1,47,129,"TW",4,"cin",210891.6261,164,"3",2.42720154000017,NA,NA,0,"GrassDead0131_1_S","Grass","Inspection","TW"
"powerspec","synth",3,2000,7,95,1,86,129,"TW",4,"cin",210891.6261,165,"3",2.51663033499972,NA,NA,1,"MetalFloorsBare0024_1_S","Metal","Inspection","TW"
"powerspec","original",1,2000,8,1,92,129,78,"TW",4,"cin",210891.6261,166,"3",2.46953042999849,NA,NA,0,"Vegetables0024_1_S","Beans","Inspection","TW"
"powerspec","original",1,2000,4,1,51,129,121,"TW",4,"cin",210891.6261,167,"1",2.41549371499968,NA,NA,1,"Crackles0004_1_S","Cracks","Inspection","TW"
"conv5","synth",1,2000,5,48,1,69,129,"TW",4,"cin",210891.6261,168,"1",2.16838918999929,NA,NA,1,"RooftilesCeramic0037_1_S","Tiles","Inspection","TW"
"powerspec","synth",2,2000,2,1,92,129,59,"TW",4,"cin",210891.6261,169,"3",2.41701998999815,NA,NA,0,"Scrapyard0033_1_S","Scrap","Inspection","TW"
"PS","synth",2,2000,1,119,1,14,129,"TW",4,"cin",210891.6261,170,"1",2.39335738999944,NA,NA,0,"Carpet0047_1_S","Carpet","Inspection","TW"
"conv5","original",2,2000,2,52,1,126,129,"TW",4,"cin",210891.6261,171,"2",2.26447232999817,NA,NA,1,"FoodVarious0001_1_S","Candy","Inspection","TW"
"powerspec","synth",3,2000,10,6,1,14,129,"TW",4,"cin",210891.6261,172,"2",2.50784335999924,NA,NA,0,"RooftilesCeramic0037_1_S","Tiles","Inspection","TW"
"PS","synth",2,2000,3,1,85,129,101,"TW",4,"cin",210891.6261,173,"2",2.44920315999843,NA,NA,1,"GrassDead0131_1_S","Grass","Inspection","TW"
"PS","synth",3,2000,4,18,1,113,129,"TW",4,"cin",210891.6261,174,"2",2.41805141499935,NA,NA,0,"PaperCrumpled0004_1_S","Paper","Inspection","TW"
"PS","synth",3,2000,5,122,1,85,129,"TW",4,"cin",210891.6261,175,"3",2.28453963499851,NA,NA,1,"Scrapyard0033_1_S","Scrap","Inspection","TW"
"conv5","synth",2,2000,4,83,1,74,129,"TW",4,"cin",210891.6261,176,"2",2.2715338099988,NA,NA,1,"Vegetables0024_1_S","Beans","Inspection","TW"
"conv5","original",1,2000,3,1,126,129,98,"TW",4,"cin",210891.6261,177,"3",2.62698955999986,NA,NA,0,"FlowerBeds0044_1_S","Flowers","Inspection","TW"
"powerspec","original",2,2000,7,67,1,10,129,"TW",4,"cin",210891.6261,178,"2",2.58584028499899,NA,NA,1,"Crackles0004_1_S","Cracks","Inspection","TW"
"PS","synth",3,2000,3,1,86,129,113,"TW",4,"cin",210891.6261,179,"1",2.276697684998,NA,NA,0,"BrickRound0043_1_S","Bricks","Inspection","TW"
"powerspec","original",2,2000,4,36,1,25,129,"TW",4,"cin",210891.6261,180,"1",2.29235822499868,NA,NA,0,"RooftilesCeramic0037_1_S","Tiles","Inspection","TW"
"PS","synth",1,2000,8,1,5,129,49,"TW",4,"cin",210891.6261,181,"1",2.34807730499961,NA,NA,1,"Scrapyard0033_1_S","Scrap","Inspection","TW"
"PS","original",1,2000,4,1,44,129,45,"TW",4,"cin",210891.6261,182,"3",2.50765200499882,NA,NA,0,"PaperCrumpled0004_1_S","Paper","Inspection","TW"
"PS","synth",2,2000,10,1,6,129,106,"TW",4,"cin",210891.6261,183,"2",2.35682930499934,NA,NA,1,"Carpet0047_1_S","Carpet","Inspection","TW"
"PS","synth",3,2000,10,62,1,19,129,"TW",4,"cin",210891.6261,184,"3",2.40883080999993,NA,NA,1,"MetalFloorsBare0024_1_S","Metal","Inspection","TW"
"PS","original",1,2000,7,1,37,129,46,"TW",4,"cin",210891.6261,185,"1",2.37992824499997,NA,NA,1,"FlowerBeds0044_1_S","Flowers","Inspection","TW"
"PS","original",3,2000,7,86,1,56,129,"TW",4,"cin",210891.6261,186,"3",2.24389841499942,NA,NA,1,"FoodVarious0001_1_S","Candy","Inspection","TW"
"powerspec","synth",1,2000,10,1,125,129,97,"TW",4,"cin",210891.6261,187,"1",2.16517111499888,NA,NA,1,"GrassDead0131_1_S","Grass","Inspection","TW"
"PS","original",1,2000,4,54,1,88,129,"TW",4,"cin",210891.6261,188,"1",2.23513562499829,NA,NA,1,"MetalFloorsBare0024_1_S","Metal","Inspection","TW"
"PS","original",2,2000,6,124,1,54,129,"TW",4,"cin",210891.6261,189,"2",2.1826249049991,NA,NA,1,"Scrapyard0033_1_S","Scrap","Inspection","TW"
"powerspec","original",2,2000,1,1,5,129,74,"TW",4,"cin",210891.6261,190,"2",2.24699575499835,NA,NA,1,"Gravel0097_1_S","Gravel","Inspection","TW"
"powerspec","synth",2,2000,7,6,1,2,129,"TW",4,"cin",210891.6261,191,"1",2.20313610999983,NA,NA,0,"BrickRound0043_1_S","Bricks","Inspection","TW"
"PS","original",1,2000,4,1,53,129,104,"TW",4,"cin",210891.6261,192,"1",2.28298910500052,NA,NA,1,"Crackles0004_1_S","Cracks","Inspection","TW"
"conv5","original",3,2000,6,1,127,129,8,"TW",4,"cin",210891.6261,193,"3",2.09553394499926,NA,NA,1,"MetalFloorsBare0024_1_S","Metal","Inspection","TW"
"PS","original",3,2000,1,27,1,73,129,"TW",4,"cin",210891.6261,194,"1",2.2285067949997,NA,NA,0,"GrassDead0131_1_S","Grass","Inspection","TW"
"powerspec","synth",3,2000,3,1,105,129,72,"TW",4,"cin",210891.6261,195,"1",2.20917633499994,NA,NA,0,"PaperCrumpled0004_1_S","Paper","Inspection","TW"
"powerspec","original",2,2000,10,1,52,129,15,"TW",4,"cin",210891.6261,196,"1",2.19687867999892,NA,NA,0,"Gravel0097_1_S","Gravel","Inspection","TW"
"conv5","synth",3,2000,10,120,1,11,129,"TW",4,"cin",210891.6261,197,"3",2.26598444999945,NA,NA,1,"FoodVarious0001_1_S","Candy","Inspection","TW"
"powerspec","synth",3,2000,2,1,12,129,51,"TW",4,"cin",210891.6261,198,"1",2.29498337999939,NA,NA,0,"RooftilesCeramic0037_1_S","Tiles","Inspection","TW"
"PS","synth",2,2000,6,120,1,90,129,"TW",4,"cin",210891.6261,199,"1",2.22700836999866,NA,NA,0,"BrickRound0043_1_S","Bricks","Inspection","TW"
"powerspec","original",2,2000,10,59,1,72,129,"TW",4,"cin",210891.6261,200,"2",2.21763423999982,NA,NA,1,"PaperCrumpled0004_1_S","Paper","Inspection","TW"
"powerspec","original",1,2000,6,1,103,129,99,"TW",4,"cin",210891.6261,201,"2",2.22632109999904,NA,NA,0,"Crackles0004_1_S","Cracks","Inspection","TW"
"powerspec","original",2,2000,1,15,1,40,129,"TW",4,"cin",210891.6261,202,"3",2.16977790500096,NA,NA,0,"Scrapyard0033_1_S","Scrap","Inspection","TW"
"conv5","synth",1,2000,9,34,1,58,129,"TW",4,"cin",210891.6261,203,"2",2.24488266499975,NA,NA,0,"PaperCrumpled0004_1_S","Paper","Inspection","TW"
"PS","synth",1,2000,9,2,1,71,129,"TW",4,"cin",210891.6261,204,"1",2.30614554000022,NA,NA,1,"Crackles0004_1_S","Cracks","Inspection","TW"
"PS","original",3,2000,4,1,84,129,80,"TW",4,"cin",210891.6261,205,"3",2.34902401499858,NA,NA,1,"RooftilesCeramic0037_1_S","Tiles","Inspection","TW"
"PS","original",3,2000,6,1,74,129,101,"TW",4,"cin",210891.6261,206,"2",2.31872501999896,NA,NA,0,"Gravel0097_1_S","Gravel","Inspection","TW"
"conv5","synth",2,2000,5,45,1,69,129,"TW",4,"cin",210891.6261,207,"3",2.31650871499915,NA,NA,0,"GrassDead0131_1_S","Grass","Inspection","TW"
"conv5","original",3,2000,4,34,1,121,129,"TW",4,"cin",210891.6261,208,"1",2.23837839500084,NA,NA,0,"PaperCrumpled0004_1_S","Paper","Inspection","TW"
"powerspec","original",3,2000,1,69,1,9,129,"TW",4,"cin",210891.6261,209,"2",2.43125113499991,NA,NA,0,"MetalFloorsBare0024_1_S","Metal","Inspection","TW"
"powerspec","synth",1,2000,8,1,42,129,17,"TW",4,"cin",210891.6261,210,"1",2.3602207999993,NA,NA,1,"BrickRound0043_1_S","Bricks","Inspection","TW"
"conv5","original",1,2000,6,84,1,3,129,"TW",4,"cin",210891.6261,211,"3",2.25386262999928,NA,NA,0,"Scrapyard0033_1_S","Scrap","Inspection","TW"
"conv5","original",3,2000,7,1,30,129,20,"TW",4,"cin",210891.6261,212,"1",2.13115721499889,NA,NA,0,"Carpet0047_1_S","Carpet","Inspection","TW"
"conv5","original",2,2000,5,121,1,38,129,"TW",4,"cin",210891.6261,213,"2",2.13063641499866,NA,NA,1,"MetalFloorsBare0024_1_S","Metal","Inspection","TW"
"PS","original",3,2000,8,83,1,3,129,"TW",4,"cin",210891.6261,214,"3",2.04650924999987,NA,NA,1,"Vegetables0024_1_S","Beans","Inspection","TW"
"PS","original",1,2000,4,1,91,129,56,"TW",4,"cin",210891.6261,215,"2",2.28312357499999,NA,NA,0,"PaperCrumpled0004_1_S","Paper","Inspection","TW"
"powerspec","synth",1,2000,8,1,73,129,10,"TW",4,"cin",210891.6261,216,"3",2.25937629500004,NA,NA,0,"Gravel0097_1_S","Gravel","Inspection","TW"
"conv5","synth",3,2000,10,1,44,129,86,"TW",4,"cin",210891.6261,217,"1",2.2224848299993,NA,NA,0,"Crackles0004_1_S","Cracks","Inspection","TW"
"conv5","synth",1,2000,1,36,1,55,129,"TW",4,"cin",210891.6261,218,"3",2.53181059000053,NA,NA,0,"Vegetables0024_1_S","Beans","Inspection","TW"
"PS","synth",3,2000,3,1,44,129,8,"TW",4,"cin",210891.6261,219,"3",2.33847453000089,NA,NA,1,"Carpet0047_1_S","Carpet","Inspection","TW"
"PS","synth",1,2000,3,63,1,79,129,"TW",4,"cin",210891.6261,220,"1",2.32787997500054,NA,NA,1,"GrassDead0131_1_S","Grass","Inspection","TW"
"PS","synth",2,2000,3,77,1,62,129,"TW",4,"cin",210891.6261,221,"2",2.35430446999999,NA,NA,1,"RooftilesCeramic0037_1_S","Tiles","Inspection","TW"
"conv5","synth",1,2000,2,1,75,129,40,"TW",4,"cin",210891.6261,222,"1",2.38192350999816,NA,NA,1,"MetalFloorsBare0024_1_S","Metal","Inspection","TW"
"conv5","synth",1,2000,3,7,1,20,129,"TW",4,"cin",210891.6261,223,"1",2.38054673999977,NA,NA,1,"Scrapyard0033_1_S","Scrap","Inspection","TW"
"powerspec","original",3,2000,8,1,79,129,49,"TW",4,"cin",210891.6261,224,"1",2.51596293999864,NA,NA,0,"Vegetables0024_1_S","Beans","Inspection","TW"
"conv5","original",3,2000,1,1,92,129,59,"TW",4,"cin",210891.6261,225,"1",2.25124677999884,NA,NA,0,"PaperCrumpled0004_1_S","Paper","Inspection","TW"
"powerspec","original",3,2000,1,1,95,129,83,"TW",4,"cin",210891.6261,226,"2",2.3298219699991,NA,NA,0,"BrickRound0043_1_S","Bricks","Inspection","TW"
"powerspec","synth",2,2000,6,11,1,7,129,"TW",4,"cin",210891.6261,227,"2",2.36759082999924,NA,NA,1,"GrassDead0131_1_S","Grass","Inspection","TW"
"conv5","synth",2,2000,5,119,1,95,129,"TW",4,"cin",210891.6261,228,"2",2.41067551500055,NA,NA,1,"PaperCrumpled0004_1_S","Paper","Inspection","TW"
"powerspec","original",1,2000,5,1,86,129,119,"TW",4,"cin",210891.6261,229,"1",2.43467045000034,NA,NA,1,"Carpet0047_1_S","Carpet","Inspection","TW"
"powerspec","original",1,2000,2,50,1,122,129,"TW",4,"cin",210891.6261,230,"2",2.31735829999889,NA,NA,0,"GrassDead0131_1_S","Grass","Inspection","TW"
"PS","synth",2,2000,6,1,120,129,89,"TW",4,"cin",210891.6261,231,"2",2.26304831999914,NA,NA,1,"RooftilesCeramic0037_1_S","Tiles","Inspection","TW"
"PS","original",1,2000,8,1,93,129,128,"TW",4,"cin",210891.6261,232,"1",2.25352268999995,NA,NA,1,"BrickRound0043_1_S","Bricks","Inspection","TW"
"PS","synth",3,2000,4,124,1,81,129,"TW",4,"cin",210891.6261,233,"3",2.07582838999951,NA,NA,1,"Gravel0097_1_S","Gravel","Inspection","TW"
"powerspec","original",2,2000,2,121,1,56,129,"TW",4,"cin",210891.6261,234,"2",2.21409006499925,NA,NA,1,"FoodVarious0001_1_S","Candy","Inspection","TW"
"conv5","synth",2,2000,5,1,82,129,22,"TW",4,"cin",210891.6261,235,"2",2.33040353000069,NA,NA,1,"BrickRound0043_1_S","Bricks","Inspection","TW"
"PS","synth",3,2000,2,1,94,129,63,"TW",4,"cin",210891.6261,236,"2",2.22519248999924,NA,NA,0,"RooftilesCeramic0037_1_S","Tiles","Inspection","TW"
"conv5","original",3,2000,8,1,25,129,32,"TW",4,"cin",210891.6261,237,"2",2.49249690499892,NA,NA,0,"GrassDead0131_1_S","Grass","Inspection","TW"
"powerspec","synth",3,2000,5,1,18,129,52,"TW",4,"cin",210891.6261,238,"3",2.54246615500051,NA,NA,1,"Scrapyard0033_1_S","Scrap","Inspection","TW"
"powerspec","synth",1,2000,7,37,1,4,129,"TW",4,"cin",210891.6261,239,"1",2.22142918999998,NA,NA,1,"Carpet0047_1_S","Carpet","Inspection","TW"
"PS","original",3,2000,1,1,112,129,61,"TW",4,"cin",210891.6261,240,"2",2.07279219999873,NA,NA,0,"Gravel0097_1_S","Gravel","Inspection","TW"
"PS","synth",1,2000,8,1,81,129,42,"TW",4,"cin",210891.6261,241,"1",2.09058597500007,NA,NA,1,"MetalFloorsBare0024_1_S","Metal","Inspection","TW"
"PS","synth",2,2000,7,25,1,87,129,"TW",4,"cin",210891.6261,242,"2",2.00066804499875,NA,NA,1,"FlowerBeds0044_1_S","Flowers","Inspection","TW"
"powerspec","synth",3,2000,10,68,1,6,129,"TW",4,"cin",210891.6261,243,"3",2.20769047499925,NA,NA,1,"BrickRound0043_1_S","Bricks","Inspection","TW"
"conv5","synth",3,2000,8,1,16,129,34,"TW",4,"cin",210891.6261,244,"3",2.12758399499944,NA,NA,1,"RooftilesCeramic0037_1_S","Tiles","Inspection","TW"
"PS","original",2,2000,5,1,17,129,27,"TW",4,"cin",210891.6261,245,"2",2.16913794499851,NA,NA,1,"PaperCrumpled0004_1_S","Paper","Inspection","TW"
"conv5","synth",3,2000,7,1,10,129,106,"TW",4,"cin",210891.6261,246,"3",2.17357563000041,NA,NA,1,"Scrapyard0033_1_S","Scrap","Inspection","TW"
"conv5","synth",1,2000,4,1,17,129,106,"TW",4,"cin",210891.6261,247,"1",2.08156290499937,NA,NA,1,"MetalFloorsBare0024_1_S","Metal","Inspection","TW"
"conv5","synth",3,2000,4,1,126,129,19,"TW",4,"cin",210891.6261,248,"1",2.28673090499979,NA,NA,0,"Carpet0047_1_S","Carpet","Inspection","TW"
"conv5","original",3,2000,3,42,1,105,129,"TW",4,"cin",210891.6261,249,"2",2.316536549999,NA,NA,0,"PaperCrumpled0004_1_S","Paper","Inspection","TW"
"PS","original",2,2000,6,4,1,102,129,"TW",4,"cin",210891.6261,250,"2",1.98959976999868,NA,NA,1,"FoodVarious0001_1_S","Candy","Inspection","TW"
"conv5","original",2,2000,7,20,1,35,129,"TW",4,"cin",210891.6261,251,"2",2.53716798999994,NA,NA,1,"RooftilesCeramic0037_1_S","Tiles","Inspection","TW"
"powerspec","synth",2,2000,10,1,5,129,44,"TW",4,"cin",210891.6261,252,"1",2.30443629500041,NA,NA,0,"FlowerBeds0044_1_S","Flowers","Inspection","TW"
"PS","synth",1,2000,9,16,1,16,129,"TW",4,"cin",210891.6261,253,"2",2.23568390999935,NA,NA,0,"PaperCrumpled0004_1_S","Paper","Inspection","TW"
"conv5","synth",1,2000,1,85,1,50,129,"TW",4,"cin",210891.6261,254,"2",2.26913972499824,NA,NA,0,"Vegetables0024_1_S","Beans","Inspection","TW"
"PS","synth",3,2000,9,1,28,129,84,"TW",4,"cin",210891.6261,255,"3",1.82821590999993,NA,NA,1,"FlowerBeds0044_1_S","Flowers","Inspection","TW"
"powerspec","original",3,2000,2,1,17,129,100,"TW",4,"cin",210891.6261,256,"2",2.06869059000019,NA,NA,0,"GrassDead0131_1_S","Grass","Inspection","TW"
"powerspec","synth",1,2000,2,77,1,113,129,"TW",4,"cin",210891.6261,257,"2",2.20947735499794,NA,NA,0,"Crackles0004_1_S","Cracks","Inspection","TW"
"PS","synth",2,2000,10,117,1,100,129,"TW",4,"cin",210891.6261,258,"2",2.69575898999938,NA,NA,1,"BrickRound0043_1_S","Bricks","Inspection","TW"
"conv5","original",1,2000,6,117,1,111,129,"TW",4,"cin",210891.6261,259,"3",2.34988976499881,NA,NA,0,"GrassDead0131_1_S","Grass","Inspection","TW"
"conv5","original",1,2000,3,1,113,129,39,"TW",4,"cin",210891.6261,260,"1",1.96472675499899,NA,NA,1,"MetalFloorsBare0024_1_S","Metal","Inspection","TW"
"powerspec","synth",3,2000,2,1,69,129,59,"TW",4,"cin",210891.6261,261,"2",2.56793624999955,NA,NA,0,"Gravel0097_1_S","Gravel","Inspection","TW"
"PS","synth",2,2000,2,1,5,129,78,"TW",4,"cin",210891.6261,262,"2",2.63578246500037,NA,NA,1,"GrassDead0131_1_S","Grass","Inspection","TW"
"PS","synth",3,2000,4,116,1,107,129,"TW",4,"cin",210891.6261,263,"3",2.18370395499915,NA,NA,1,"FoodVarious0001_1_S","Candy","Inspection","TW"
"conv5","original",1,2000,3,107,1,63,129,"TW",4,"cin",210891.6261,264,"2",2.54100664500038,NA,NA,0,"Scrapyard0033_1_S","Scrap","Inspection","TW"
"powerspec","synth",1,2000,5,1,53,129,82,"TW",4,"cin",210891.6261,265,"2",2.33200668499921,NA,NA,0,"RooftilesCeramic0037_1_S","Tiles","Inspection","TW"
"PS","synth",2,2000,3,1,37,129,52,"TW",4,"cin",210891.6261,266,"2",2.54220112499934,NA,NA,1,"Vegetables0024_1_S","Beans","Inspection","TW"
"conv5","synth",3,2000,9,92,1,9,129,"TW",4,"cin",210891.6261,267,"2",2.3309006799991,NA,NA,0,"FlowerBeds0044_1_S","Flowers","Inspection","TW"
"conv5","synth",1,2000,10,1,122,129,102,"TW",4,"cin",210891.6261,268,"3",2.60734868499821,NA,NA,0,"Carpet0047_1_S","Carpet","Inspection","TW"
"powerspec","synth",3,2000,7,1,11,129,80,"TW",4,"cin",210891.6261,269,"3",2.3272251699982,NA,NA,1,"RooftilesCeramic0037_1_S","Tiles","Inspection","TW"
"conv5","original",1,2000,1,1,106,129,7,"TW",4,"cin",210891.6261,270,"1",2.29438752999886,NA,NA,1,"FoodVarious0001_1_S","Candy","Inspection","TW"
"PS","original",3,2000,8,1,90,129,53,"TW",4,"cin",210891.6261,271,"3",2.3652169299985,NA,NA,1,"FlowerBeds0044_1_S","Flowers","Inspection","TW"
"powerspec","original",2,2000,7,1,15,129,2,"TW",4,"cin",210891.6261,272,"2",2.57947981500001,NA,NA,1,"Scrapyard0033_1_S","Scrap","Inspection","TW"
"conv5","original",3,2000,6,83,1,53,129,"TW",4,"cin",210891.6261,273,"3",2.22720573999868,NA,NA,1,"RooftilesCeramic0037_1_S","Tiles","Inspection","TW"
"powerspec","synth",1,2000,10,100,1,12,129,"TW",4,"cin",210891.6261,274,"1",2.37810153499959,NA,NA,1,"FoodVarious0001_1_S","Candy","Inspection","TW"
"powerspec","original",2,2000,7,1,124,129,83,"TW",4,"cin",210891.6261,275,"3",2.29502470499938,NA,NA,0,"Gravel0097_1_S","Gravel","Inspection","TW"
"PS","original",1,2000,2,1,46,129,29,"TW",4,"cin",210891.6261,276,"1",2.36783760000071,NA,NA,1,"Crackles0004_1_S","Cracks","Inspection","TW"
"powerspec","original",1,2000,9,64,1,89,129,"TW",4,"cin",210891.6261,277,"1",2.36132488999829,NA,NA,1,"FoodVarious0001_1_S","Candy","Inspection","TW"
"PS","original",3,2000,4,111,1,123,129,"TW",4,"cin",210891.6261,278,"2",2.30810222499895,NA,NA,0,"Carpet0047_1_S","Carpet","Inspection","TW"
"PS","synth",2,2000,7,1,116,129,30,"TW",4,"cin",210891.6261,279,"1",2.2919633149977,NA,NA,0,"Crackles0004_1_S","Cracks","Inspection","TW"
"conv5","synth",3,2000,5,1,22,129,127,"TW",4,"cin",210891.6261,280,"2",2.42004164999889,NA,NA,0,"Gravel0097_1_S","Gravel","Inspection","TW"
"conv5","original",2,2000,9,1,116,129,28,"TW",4,"cin",210891.6261,281,"1",2.67822978499862,NA,NA,0,"Scrapyard0033_1_S","Scrap","Inspection","TW"
"powerspec","synth",2,2000,9,1,20,129,16,"TW",4,"cin",210891.6261,282,"2",2.02333161499882,NA,NA,1,"Carpet0047_1_S","Carpet","Inspection","TW"
"powerspec","original",2,2000,3,68,1,47,129,"TW",4,"cin",210891.6261,283,"1",2.24055054499877,NA,NA,0,"RooftilesCeramic0037_1_S","Tiles","Inspection","TW"
"powerspec","original",1,2000,4,1,58,129,35,"TW",4,"cin",210891.6261,284,"2",2.37898374999895,NA,NA,0,"PaperCrumpled0004_1_S","Paper","Inspection","TW"
"conv5","synth",3,2000,6,64,1,1,129,"TW",4,"cin",210891.6261,285,"1",2.3366966550002,NA,NA,0,"Crackles0004_1_S","Cracks","Inspection","TW"
"powerspec","original",2,2000,3,96,1,113,129,"TW",4,"cin",210891.6261,286,"1",2.72893606999969,NA,NA,0,"GrassDead0131_1_S","Grass","Inspection","TW"
"powerspec","synth",3,2000,7,1,10,129,78,"TW",4,"cin",210891.6261,287,"3",2.59931094499916,NA,NA,1,"BrickRound0043_1_S","Bricks","Inspection","TW"
"PS","synth",3,2000,5,51,1,49,129,"TW",4,"cin",210891.6261,288,"3",2.47918651500004,NA,NA,1,"FoodVarious0001_1_S","Candy","Inspection","TW"
"conv5","original",3,2000,3,1,72,129,52,"TW",4,"cin",210891.6261,289,"1",2.04826036499981,NA,NA,0,"Vegetables0024_1_S","Beans","Inspection","TW"
"conv5","synth",3,2000,7,15,1,34,129,"TW",4,"cin",210891.6261,290,"2",2.2924248499985,NA,NA,0,"BrickRound0043_1_S","Bricks","Inspection","TW"
"powerspec","synth",2,2000,2,1,10,129,106,"TW",4,"cin",210891.6261,291,"1",2.41351224999926,NA,NA,0,"Scrapyard0033_1_S","Scrap","Inspection","TW"
"PS","original",1,2000,2,82,1,11,129,"TW",4,"cin",210891.6261,292,"2",2.37607223499981,NA,NA,0,"PaperCrumpled0004_1_S","Paper","Inspection","TW"
"powerspec","synth",1,2000,9,62,1,18,129,"TW",4,"cin",210891.6261,293,"1",2.235375414999,NA,NA,1,"FlowerBeds0044_1_S","Flowers","Inspection","TW"
"conv5","original",1,2000,5,1,20,129,127,"TW",4,"cin",210891.6261,294,"1",2.10647501499807,NA,NA,1,"BrickRound0043_1_S","Bricks","Inspection","TW"
"conv5","original",1,2000,7,40,1,116,129,"TW",4,"cin",210891.6261,295,"2",2.2854166599991,NA,NA,0,"Gravel0097_1_S","Gravel","Inspection","TW"
"PS","synth",2,2000,7,1,101,129,16,"TW",4,"cin",210891.6261,296,"1",2.57095970499904,NA,NA,0,"Crackles0004_1_S","Cracks","Inspection","TW"
"PS","synth",1,2000,6,119,1,61,129,"TW",4,"cin",210891.6261,297,"1",2.16000082000028,NA,NA,1,"GrassDead0131_1_S","Grass","Inspection","TW"
"powerspec","synth",2,2000,5,1,4,129,8,"TW",4,"cin",210891.6261,298,"2",2.49275812499945,NA,NA,1,"MetalFloorsBare0024_1_S","Metal","Inspection","TW"
"PS","synth",1,2000,2,1,61,129,12,"TW",4,"cin",210891.6261,299,"1",2.15230284999961,NA,NA,1,"Vegetables0024_1_S","Beans","Inspection","TW"
"conv5","original",3,2000,5,73,1,92,129,"TW",4,"cin",210891.6261,300,"2",2.21306510999784,NA,NA,0,"BrickRound0043_1_S","Bricks","Inspection","TW"
"powerspec","original",3,2000,7,41,1,95,129,"TW",4,"cin",210891.6261,301,"3",2.21069072499995,NA,NA,1,"Scrapyard0033_1_S","Scrap","Inspection","TW"
"powerspec","synth",2,2000,9,1,7,129,36,"TW",4,"cin",210891.6261,302,"2",2.25544422999883,NA,NA,1,"FlowerBeds0044_1_S","Flowers","Inspection","TW"
"powerspec","original",3,2000,7,1,53,129,40,"TW",4,"cin",210891.6261,303,"1",2.28831022499799,NA,NA,0,"Vegetables0024_1_S","Beans","Inspection","TW"
"PS","synth",3,2000,7,1,1,56,129,"TW",4,"cin",210891.6261,304,"3",2.35775659999854,NA,NA,1,"Scrapyard0033_1_S","Scrap","Inspection","TW"
"conv5","synth",3,2000,10,1,16,129,86,"TW",4,"cin",210891.6261,305,"3",2.06151494999904,NA,NA,1,"FoodVarious0001_1_S","Candy","Inspection","TW"
"conv5","original",2,2000,7,1,66,129,124,"TW",4,"cin",210891.6261,306,"1",2.45219494999947,NA,NA,0,"Crackles0004_1_S","Cracks","Inspection","TW"
"powerspec","synth",1,2000,4,19,1,71,129,"TW",4,"cin",210891.6261,307,"1",2.44988514000033,NA,NA,1,"MetalFloorsBare0024_1_S","Metal","Inspection","TW"
"conv5","original",2,2000,1,1,111,129,53,"TW",4,"cin",210891.6261,308,"1",2.65543062999859,NA,NA,0,"Carpet0047_1_S","Carpet","Inspection","TW"
"PS","original",2,2000,9,1,84,129,34,"TW",4,"cin",210891.6261,309,"2",2.44880288500099,NA,NA,1,"FoodVarious0001_1_S","Candy","Inspection","TW"
