"image_model","oddball","target_loc","ms_stim","synth_num","crop_x","crop_y","crop_x_2","crop_y_2","subj","session","test_location","rand_seed","trial","response","rt","eye_valid","prop_eye_valid","correct","image_code","image_name","presentation_cond","subj_display"
"powerspec","synth",1,200,7,11,1,62,129,"CF",3,"cin",212263.8444,249,"2",0.616193959998782,NA,NA,0,"FlowerBeds0044_1_S","Flowers","Parafoveal","CF"
"PS","original",1,200,7,84,1,120,129,"CF",3,"cin",212263.8444,250,"1",0.571334154999931,NA,NA,1,"Crackles0004_1_S","Cracks","Parafoveal","CF"
"conv5","original",2,200,7,17,1,6,129,"CF",3,"cin",212263.8444,251,"1",0.692703189997701,NA,NA,0,"GrassDead0131_1_S","Grass","Parafoveal","CF"
"conv5","synth",3,200,4,49,1,86,129,"CF",3,"cin",212263.8444,252,"1",0.699432794997847,NA,NA,0,"FoodVarious0001_1_S","Candy","Parafoveal","CF"
"PS","original",3,200,2,1,63,129,127,"CF",3,"cin",212263.8444,253,"3",0.867719115001819,NA,NA,1,"Gravel0097_1_S","Gravel","Parafoveal","CF"
"PS","original",3,200,7,1,32,129,86,"CF",3,"cin",212263.8444,254,"2",0.70422400499956,NA,NA,0,"FlowerBeds0044_1_S","Flowers","Parafoveal","CF"
"conv5","synth",1,200,6,1,14,129,17,"CF",3,"cin",212263.8444,255,"1",0.54031673999998,NA,NA,1,"MetalFloorsBare0024_1_S","Metal","Parafoveal","CF"
"powerspec","original",2,200,10,1,72,129,90,"CF",3,"cin",212263.8444,256,"2",0.591433224999491,NA,NA,1,"RooftilesCeramic0037_1_S","Tiles","Parafoveal","CF"
"powerspec","original",3,200,5,70,1,23,129,"CF",3,"cin",212263.8444,257,"1",0.515583774998959,NA,NA,0,"Crackles0004_1_S","Cracks","Parafoveal","CF"
"PS","original",3,200,3,1,106,129,117,"CF",3,"cin",212263.8444,258,"2",0.732294744997489,NA,NA,0,"FlowerBeds0044_1_S","Flowers","Parafoveal","CF"
"PS","original",2,200,1,1,125,129,39,"CF",3,"cin",212263.8444,259,"1",0.598249740000028,NA,NA,0,"Scrapyard0033_1_S","Scrap","Parafoveal","CF"
"powerspec","synth",2,200,6,85,1,104,129,"CF",3,"cin",212263.8444,260,"3",0.91893078999783,NA,NA,0,"Gravel0097_1_S","Gravel","Parafoveal","CF"
"PS","original",1,200,2,84,1,45,129,"CF",3,"cin",212263.8444,261,"1",0.875705700000253,NA,NA,1,"Vegetables0024_1_S","Beans","Parafoveal","CF"
"powerspec","original",2,200,5,1,44,129,16,"CF",3,"cin",212263.8444,262,"2",0.801706179998291,NA,NA,1,"RooftilesCeramic0037_1_S","Tiles","Parafoveal","CF"
"PS","synth",2,200,6,1,32,129,55,"CF",3,"cin",212263.8444,263,"2",0.946022899999662,NA,NA,1,"Carpet0047_1_S","Carpet","Parafoveal","CF"
"conv5","synth",2,200,6,108,1,22,129,"CF",3,"cin",212263.8444,264,"3",0.916089130001637,NA,NA,0,"FlowerBeds0044_1_S","Flowers","Parafoveal","CF"
"powerspec","synth",2,200,7,115,1,30,129,"CF",3,"cin",212263.8444,265,"2",0.712378684998839,NA,NA,1,"RooftilesCeramic0037_1_S","Tiles","Parafoveal","CF"
"conv5","synth",3,200,3,1,48,129,103,"CF",3,"cin",212263.8444,266,"3",0.774075894998532,NA,NA,1,"Scrapyard0033_1_S","Scrap","Parafoveal","CF"
"PS","synth",1,200,3,1,112,129,11,"CF",3,"cin",212263.8444,267,"1",0.592887700000574,NA,NA,1,"BrickRound0043_1_S","Bricks","Parafoveal","CF"
"conv5","synth",2,200,5,126,1,99,129,"CF",3,"cin",212263.8444,268,"1",1.24742051499925,NA,NA,0,"GrassDead0131_1_S","Grass","Parafoveal","CF"
"conv5","original",2,200,3,1,28,129,76,"CF",3,"cin",212263.8444,269,"3",0.738121189999219,NA,NA,0,"RooftilesCeramic0037_1_S","Tiles","Parafoveal","CF"
"conv5","original",1,200,5,1,99,129,68,"CF",3,"cin",212263.8444,270,"2",0.953681389997655,NA,NA,0,"PaperCrumpled0004_1_S","Paper","Parafoveal","CF"
"powerspec","original",2,200,6,37,1,6,129,"CF",3,"cin",212263.8444,271,"3",0.73039605500162,NA,NA,0,"Carpet0047_1_S","Carpet","Parafoveal","CF"
"conv5","synth",3,200,2,1,50,129,41,"CF",3,"cin",212263.8444,272,"3",0.708694574997935,NA,NA,1,"Gravel0097_1_S","Gravel","Parafoveal","CF"
"PS","original",1,200,2,22,1,38,129,"CF",3,"cin",212263.8444,273,"2",0.745187534997967,NA,NA,0,"BrickRound0043_1_S","Bricks","Parafoveal","CF"
"PS","original",2,200,7,1,105,129,54,"CF",3,"cin",212263.8444,274,"1",0.675691519998509,NA,NA,0,"FlowerBeds0044_1_S","Flowers","Parafoveal","CF"
"conv5","original",3,200,6,16,1,23,129,"CF",3,"cin",212263.8444,275,"3",0.589557409999543,NA,NA,1,"Vegetables0024_1_S","Beans","Parafoveal","CF"
"powerspec","synth",3,200,5,28,1,48,129,"CF",3,"cin",212263.8444,276,"1",0.651622644996678,NA,NA,0,"FoodVarious0001_1_S","Candy","Parafoveal","CF"
"powerspec","original",1,200,10,44,1,46,129,"CF",3,"cin",212263.8444,277,"2",0.806235729996843,NA,NA,0,"Carpet0047_1_S","Carpet","Parafoveal","CF"
"conv5","original",3,200,6,74,1,100,129,"CF",3,"cin",212263.8444,278,"1",0.654315939998924,NA,NA,0,"PaperCrumpled0004_1_S","Paper","Parafoveal","CF"
"PS","synth",1,200,2,19,1,6,129,"CF",3,"cin",212263.8444,279,"2",0.723614374997851,NA,NA,0,"FlowerBeds0044_1_S","Flowers","Parafoveal","CF"
"conv5","original",2,200,6,1,84,129,73,"CF",3,"cin",212263.8444,280,"2",0.837176919998456,NA,NA,1,"FoodVarious0001_1_S","Candy","Parafoveal","CF"
"PS","synth",1,200,8,1,93,129,33,"CF",3,"cin",212263.8444,281,"1",0.667991045000235,NA,NA,1,"Carpet0047_1_S","Carpet","Parafoveal","CF"
"PS","original",1,200,1,1,105,129,98,"CF",3,"cin",212263.8444,282,"2",0.671714249998331,NA,NA,0,"Crackles0004_1_S","Cracks","Parafoveal","CF"
"conv5","synth",1,200,9,57,1,56,129,"CF",3,"cin",212263.8444,283,"3",0.822397174997604,NA,NA,0,"Vegetables0024_1_S","Beans","Parafoveal","CF"
"PS","synth",3,200,9,30,1,22,129,"CF",3,"cin",212263.8444,284,"2",0.857121985001868,NA,NA,0,"MetalFloorsBare0024_1_S","Metal","Parafoveal","CF"
"PS","synth",1,200,10,76,1,23,129,"CF",3,"cin",212263.8444,285,"3",0.862338545000966,NA,NA,0,"Gravel0097_1_S","Gravel","Parafoveal","CF"
"PS","original",2,200,10,1,4,129,68,"CF",3,"cin",212263.8444,286,"1",0.802280244999565,NA,NA,0,"GrassDead0131_1_S","Grass","Parafoveal","CF"
"powerspec","synth",3,200,5,1,102,129,111,"CF",3,"cin",212263.8444,287,"3",0.922599514997273,NA,NA,1,"FoodVarious0001_1_S","Candy","Parafoveal","CF"
"powerspec","original",3,200,8,29,1,63,129,"CF",3,"cin",212263.8444,288,"1",0.853765809999459,NA,NA,0,"FlowerBeds0044_1_S","Flowers","Parafoveal","CF"
"PS","synth",2,200,1,67,1,95,129,"CF",3,"cin",212263.8444,289,"1",0.790545584997744,NA,NA,0,"GrassDead0131_1_S","Grass","Parafoveal","CF"
"PS","original",1,200,2,1,60,129,10,"CF",3,"cin",212263.8444,290,"3",0.74005134500112,NA,NA,0,"Carpet0047_1_S","Carpet","Parafoveal","CF"
"powerspec","synth",3,200,10,1,22,129,19,"CF",3,"cin",212263.8444,291,"2",0.685918179999135,NA,NA,0,"Scrapyard0033_1_S","Scrap","Parafoveal","CF"
"conv5","synth",3,200,1,76,1,95,129,"CF",3,"cin",212263.8444,292,"2",0.785621599996375,NA,NA,0,"MetalFloorsBare0024_1_S","Metal","Parafoveal","CF"
"PS","synth",3,200,1,1,128,129,4,"CF",3,"cin",212263.8444,293,"1",0.749409355001262,NA,NA,0,"FlowerBeds0044_1_S","Flowers","Parafoveal","CF"
"PS","synth",1,200,1,11,1,6,129,"CF",3,"cin",212263.8444,294,"3",0.738765734997287,NA,NA,0,"Scrapyard0033_1_S","Scrap","Parafoveal","CF"
"powerspec","synth",2,200,7,106,1,86,129,"CF",3,"cin",212263.8444,295,"2",0.726443514999119,NA,NA,1,"BrickRound0043_1_S","Bricks","Parafoveal","CF"
"conv5","synth",2,200,4,22,1,117,129,"CF",3,"cin",212263.8444,296,"2",0.778473909998866,NA,NA,1,"Carpet0047_1_S","Carpet","Parafoveal","CF"
"powerspec","synth",1,200,5,1,38,129,6,"CF",3,"cin",212263.8444,297,"2",0.882258904999617,NA,NA,0,"PaperCrumpled0004_1_S","Paper","Parafoveal","CF"
"powerspec","synth",1,200,1,1,112,129,86,"CF",3,"cin",212263.8444,298,"1",1.06857692999984,NA,NA,1,"MetalFloorsBare0024_1_S","Metal","Parafoveal","CF"
"PS","synth",3,200,4,82,1,71,129,"CF",3,"cin",212263.8444,299,"2",0.871441839997715,NA,NA,0,"BrickRound0043_1_S","Bricks","Parafoveal","CF"
"powerspec","original",1,200,8,1,67,129,61,"CF",3,"cin",212263.8444,300,"1",1.01336679499946,NA,NA,1,"PaperCrumpled0004_1_S","Paper","Parafoveal","CF"
"powerspec","original",2,200,8,1,113,129,117,"CF",3,"cin",212263.8444,301,"3",0.955299654997361,NA,NA,0,"Vegetables0024_1_S","Beans","Parafoveal","CF"
"powerspec","original",1,200,9,58,1,112,129,"CF",3,"cin",212263.8444,302,"2",0.737939939997887,NA,NA,0,"Carpet0047_1_S","Carpet","Parafoveal","CF"
"PS","synth",3,200,7,1,3,129,122,"CF",3,"cin",212263.8444,303,"1",0.757591454999783,NA,NA,0,"RooftilesCeramic0037_1_S","Tiles","Parafoveal","CF"
"PS","original",1,200,10,1,70,129,75,"CF",3,"cin",212263.8444,304,"3",0.762240214997291,NA,NA,0,"Scrapyard0033_1_S","Scrap","Parafoveal","CF"
"PS","synth",3,200,8,1,107,129,48,"CF",3,"cin",212263.8444,305,"2",0.861647729998367,NA,NA,0,"Crackles0004_1_S","Cracks","Parafoveal","CF"
"PS","synth",2,200,7,1,73,129,83,"CF",3,"cin",212263.8444,306,"2",0.788793654999608,NA,NA,1,"FlowerBeds0044_1_S","Flowers","Parafoveal","CF"
"PS","synth",3,200,9,1,90,129,90,"CF",3,"cin",212263.8444,307,"1",0.723705304997566,NA,NA,0,"MetalFloorsBare0024_1_S","Metal","Parafoveal","CF"
"powerspec","synth",2,200,3,1,107,129,36,"CF",3,"cin",212263.8444,308,"2",0.715728154998942,NA,NA,1,"Crackles0004_1_S","Cracks","Parafoveal","CF"
"conv5","original",2,200,5,83,1,20,129,"CF",3,"cin",212263.8444,309,"1",0.692407059999823,NA,NA,0,"FlowerBeds0044_1_S","Flowers","Parafoveal","CF"
"conv5","original",1,200,6,44,1,11,129,"CF",3,"cin",212263.8444,310,"1",0.992755995001062,NA,NA,1,"BrickRound0043_1_S","Bricks","Parafoveal","CF"
"PS","synth",1,200,5,39,1,24,129,"CF",3,"cin",212263.8444,311,"2",0.775606999999582,NA,NA,0,"PaperCrumpled0004_1_S","Paper","Parafoveal","CF"
"powerspec","synth",2,200,3,48,1,3,129,"CF",3,"cin",212263.8444,312,"1",0.71615052999914,NA,NA,0,"Vegetables0024_1_S","Beans","Parafoveal","CF"
"conv5","original",1,200,2,34,1,99,129,"CF",3,"cin",212263.8444,313,"3",1.02892869499919,NA,NA,0,"BrickRound0043_1_S","Bricks","Parafoveal","CF"
"powerspec","synth",1,200,8,80,1,26,129,"CF",3,"cin",212263.8444,314,"1",0.767830914996011,NA,NA,1,"PaperCrumpled0004_1_S","Paper","Parafoveal","CF"
"powerspec","original",1,200,9,1,63,129,13,"CF",3,"cin",212263.8444,315,"3",0.69158699000036,NA,NA,0,"Scrapyard0033_1_S","Scrap","Parafoveal","CF"
"PS","synth",2,200,9,80,1,72,129,"CF",3,"cin",212263.8444,316,"2",0.70683068499784,NA,NA,1,"FoodVarious0001_1_S","Candy","Parafoveal","CF"
"conv5","synth",3,200,8,22,1,70,129,"CF",3,"cin",212263.8444,317,"2",0.722661769999831,NA,NA,0,"FlowerBeds0044_1_S","Flowers","Parafoveal","CF"
"PS","synth",3,200,9,56,1,113,129,"CF",3,"cin",212263.8444,318,"1",1.0679883949997,NA,NA,0,"Scrapyard0033_1_S","Scrap","Parafoveal","CF"
"conv5","synth",2,200,9,93,1,63,129,"CF",3,"cin",212263.8444,319,"2",0.813662089996797,NA,NA,1,"FoodVarious0001_1_S","Candy","Parafoveal","CF"
"powerspec","original",2,200,9,1,75,129,43,"CF",3,"cin",212263.8444,320,"1",0.881879604999995,NA,NA,0,"Gravel0097_1_S","Gravel","Parafoveal","CF"
"powerspec","synth",3,200,10,14,1,118,129,"CF",3,"cin",212263.8444,321,"2",0.706806499998493,NA,NA,0,"BrickRound0043_1_S","Bricks","Parafoveal","CF"
"PS","synth",3,200,3,26,1,96,129,"CF",3,"cin",212263.8444,322,"3",0.816166159998829,NA,NA,1,"Vegetables0024_1_S","Beans","Parafoveal","CF"
"powerspec","synth",2,200,2,2,1,112,129,"CF",3,"cin",212263.8444,323,"3",0.758116774999507,NA,NA,0,"Gravel0097_1_S","Gravel","Parafoveal","CF"
"PS","original",3,200,10,1,109,129,96,"CF",3,"cin",212263.8444,324,"3",0.854363569997076,NA,NA,1,"FlowerBeds0044_1_S","Flowers","Parafoveal","CF"
"powerspec","original",3,200,5,62,1,12,129,"CF",3,"cin",212263.8444,325,"3",1.01537111499783,NA,NA,1,"FoodVarious0001_1_S","Candy","Parafoveal","CF"
"conv5","original",1,200,4,1,45,129,112,"CF",3,"cin",212263.8444,326,"3",0.899664274998941,NA,NA,0,"GrassDead0131_1_S","Grass","Parafoveal","CF"
"PS","original",2,200,9,101,1,84,129,"CF",3,"cin",212263.8444,327,"2",0.731728004997422,NA,NA,1,"Scrapyard0033_1_S","Scrap","Parafoveal","CF"
"PS","original",2,200,1,9,1,41,129,"CF",3,"cin",212263.8444,328,"1",0.694489774999965,NA,NA,0,"Gravel0097_1_S","Gravel","Parafoveal","CF"
"powerspec","synth",2,200,4,1,66,129,6,"CF",3,"cin",212263.8444,329,"2",0.788840354998683,NA,NA,1,"BrickRound0043_1_S","Bricks","Parafoveal","CF"
"powerspec","synth",1,200,7,1,77,129,11,"CF",3,"cin",212263.8444,330,"2",0.769305735000671,NA,NA,0,"MetalFloorsBare0024_1_S","Metal","Parafoveal","CF"
"powerspec","synth",3,200,5,59,1,72,129,"CF",3,"cin",212263.8444,331,"1",0.744204039998294,NA,NA,0,"Crackles0004_1_S","Cracks","Parafoveal","CF"
"powerspec","synth",1,200,10,1,103,129,23,"CF",3,"cin",212263.8444,332,"2",0.838236509996932,NA,NA,0,"Carpet0047_1_S","Carpet","Parafoveal","CF"
"powerspec","original",3,200,9,1,75,129,121,"CF",3,"cin",212263.8444,333,"3",0.683046089998243,NA,NA,1,"Scrapyard0033_1_S","Scrap","Parafoveal","CF"
"PS","synth",1,200,5,62,1,37,129,"CF",3,"cin",212263.8444,334,"3",0.709889859997929,NA,NA,0,"Crackles0004_1_S","Cracks","Parafoveal","CF"
"powerspec","original",2,200,3,43,1,73,129,"CF",3,"cin",212263.8444,335,"2",0.697828499996831,NA,NA,1,"RooftilesCeramic0037_1_S","Tiles","Parafoveal","CF"
"PS","synth",2,200,6,2,1,13,129,"CF",3,"cin",212263.8444,336,"1",0.582130269998743,NA,NA,0,"PaperCrumpled0004_1_S","Paper","Parafoveal","CF"
"PS","original",2,200,4,1,24,129,8,"CF",3,"cin",212263.8444,337,"3",0.776895375001914,NA,NA,0,"Gravel0097_1_S","Gravel","Parafoveal","CF"
"conv5","synth",1,200,1,113,1,39,129,"CF",3,"cin",212263.8444,338,"1",0.78855349999867,NA,NA,1,"FlowerBeds0044_1_S","Flowers","Parafoveal","CF"
"powerspec","original",3,200,8,1,16,129,117,"CF",3,"cin",212263.8444,339,"1",0.692325049996725,NA,NA,0,"PaperCrumpled0004_1_S","Paper","Parafoveal","CF"
"conv5","original",1,200,9,1,51,129,120,"CF",3,"cin",212263.8444,340,"1",0.684274504998029,NA,NA,1,"Gravel0097_1_S","Gravel","Parafoveal","CF"
"conv5","original",3,200,9,118,1,120,129,"CF",3,"cin",212263.8444,341,"2",0.964032129995758,NA,NA,0,"Carpet0047_1_S","Carpet","Parafoveal","CF"
"powerspec","synth",3,200,10,1,21,129,60,"CF",3,"cin",212263.8444,342,"2",0.694813259997318,NA,NA,0,"RooftilesCeramic0037_1_S","Tiles","Parafoveal","CF"
"PS","original",3,200,6,22,1,111,129,"CF",3,"cin",212263.8444,343,"3",0.731605695000326,NA,NA,1,"Gravel0097_1_S","Gravel","Parafoveal","CF"
"conv5","synth",3,200,2,23,1,12,129,"CF",3,"cin",212263.8444,344,"2",0.69993133999742,NA,NA,0,"MetalFloorsBare0024_1_S","Metal","Parafoveal","CF"
"powerspec","original",2,200,3,30,1,94,129,"CF",3,"cin",212263.8444,345,"2",0.673698675000196,NA,NA,1,"PaperCrumpled0004_1_S","Paper","Parafoveal","CF"
"powerspec","original",1,200,5,1,21,129,20,"CF",3,"cin",212263.8444,346,"1",0.775839924997854,NA,NA,1,"RooftilesCeramic0037_1_S","Tiles","Parafoveal","CF"
"powerspec","synth",3,200,7,115,1,10,129,"CF",3,"cin",212263.8444,347,"3",0.677133214998321,NA,NA,1,"FoodVarious0001_1_S","Candy","Parafoveal","CF"
"PS","synth",1,200,6,88,1,80,129,"CF",3,"cin",212263.8444,348,"2",0.703070619998471,NA,NA,0,"Vegetables0024_1_S","Beans","Parafoveal","CF"
"powerspec","synth",2,200,1,1,99,129,31,"CF",3,"cin",212263.8444,349,"1",0.641199084999243,NA,NA,0,"BrickRound0043_1_S","Bricks","Parafoveal","CF"
"powerspec","synth",2,200,2,120,1,7,129,"CF",3,"cin",212263.8444,350,"1",0.652519994997419,NA,NA,0,"Scrapyard0033_1_S","Scrap","Parafoveal","CF"
"conv5","synth",2,200,8,1,121,129,24,"CF",3,"cin",212263.8444,351,"2",0.702521774997876,NA,NA,1,"RooftilesCeramic0037_1_S","Tiles","Parafoveal","CF"
"conv5","original",3,200,3,1,43,129,23,"CF",3,"cin",212263.8444,352,"1",0.624542309997196,NA,NA,0,"BrickRound0043_1_S","Bricks","Parafoveal","CF"
"conv5","synth",1,200,5,1,111,129,49,"CF",3,"cin",212263.8444,353,"1",0.699454834997596,NA,NA,1,"Gravel0097_1_S","Gravel","Parafoveal","CF"
"PS","original",3,200,3,1,14,129,100,"CF",3,"cin",212263.8444,354,"1",0.682652035000501,NA,NA,0,"PaperCrumpled0004_1_S","Paper","Parafoveal","CF"
"conv5","original",1,200,9,1,88,129,127,"CF",3,"cin",212263.8444,355,"3",0.871496534997277,NA,NA,0,"Crackles0004_1_S","Cracks","Parafoveal","CF"
"powerspec","original",2,200,4,43,1,4,129,"CF",3,"cin",212263.8444,356,"2",0.623205994997988,NA,NA,1,"MetalFloorsBare0024_1_S","Metal","Parafoveal","CF"
"conv5","original",3,200,1,117,1,51,129,"CF",3,"cin",212263.8444,357,"3",0.653850740000053,NA,NA,1,"Carpet0047_1_S","Carpet","Parafoveal","CF"
"powerspec","original",2,200,2,1,127,129,14,"CF",3,"cin",212263.8444,358,"2",0.602847479996854,NA,NA,1,"Crackles0004_1_S","Cracks","Parafoveal","CF"
"powerspec","original",1,200,8,1,2,129,81,"CF",3,"cin",212263.8444,359,"1",0.636022990001948,NA,NA,1,"Vegetables0024_1_S","Beans","Parafoveal","CF"
"conv5","synth",3,200,2,1,53,129,59,"CF",3,"cin",212263.8444,360,"3",0.608604320001177,NA,NA,1,"Vegetables0024_1_S","Beans","Parafoveal","CF"
"PS","synth",2,2000,1,1,114,129,118,"CF",4,"cin",210815.9669,1,"2",2.36631293999744,NA,NA,1,"PaperCrumpled0004_1_S","Paper","Inspection","CF"
"PS","original",1,2000,1,42,1,103,129,"CF",4,"cin",210815.9669,2,"2",2.41256461000012,NA,NA,0,"Crackles0004_1_S","Cracks","Inspection","CF"
"powerspec","original",1,2000,10,68,1,31,129,"CF",4,"cin",210815.9669,3,"3",2.41452728500008,NA,NA,0,"Scrapyard0033_1_S","Scrap","Inspection","CF"
"powerspec","original",3,2000,3,1,30,129,49,"CF",4,"cin",210815.9669,4,"2",2.41370905999793,NA,NA,0,"BrickRound0043_1_S","Bricks","Inspection","CF"
"powerspec","synth",3,2000,9,66,1,18,129,"CF",4,"cin",210815.9669,5,"2",2.50194885000019,NA,NA,0,"PaperCrumpled0004_1_S","Paper","Inspection","CF"
"conv5","original",2,2000,9,5,1,110,129,"CF",4,"cin",210815.9669,6,"2",2.55290074000004,NA,NA,1,"Crackles0004_1_S","Cracks","Inspection","CF"
"conv5","synth",3,2000,7,1,109,129,29,"CF",4,"cin",210815.9669,7,"3",2.40628057499998,NA,NA,1,"MetalFloorsBare0024_1_S","Metal","Inspection","CF"
"PS","original",1,2000,9,85,1,108,129,"CF",4,"cin",210815.9669,8,"1",2.51549978999901,NA,NA,1,"FlowerBeds0044_1_S","Flowers","Inspection","CF"
"conv5","original",1,2000,10,51,1,128,129,"CF",4,"cin",210815.9669,9,"2",2.477773265,NA,NA,0,"Vegetables0024_1_S","Beans","Inspection","CF"
"PS","original",1,2000,2,1,106,129,65,"CF",4,"cin",210815.9669,10,"1",2.44907782999871,NA,NA,1,"BrickRound0043_1_S","Bricks","Inspection","CF"
"powerspec","original",1,2000,2,1,114,129,70,"CF",4,"cin",210815.9669,11,"2",2.56211947499833,NA,NA,0,"Crackles0004_1_S","Cracks","Inspection","CF"
"conv5","original",2,2000,4,33,1,84,129,"CF",4,"cin",210815.9669,12,"1",2.66727642999831,NA,NA,0,"Scrapyard0033_1_S","Scrap","Inspection","CF"
"powerspec","original",1,2000,6,1,38,129,6,"CF",4,"cin",210815.9669,13,"1",2.489756914998,NA,NA,1,"BrickRound0043_1_S","Bricks","Inspection","CF"
"PS","synth",2,2000,6,1,23,129,22,"CF",4,"cin",210815.9669,14,"2",2.38736829499976,NA,NA,1,"FoodVarious0001_1_S","Candy","Inspection","CF"
"PS","synth",2,2000,9,117,1,40,129,"CF",4,"cin",210815.9669,15,"2",2.40046905000054,NA,NA,1,"PaperCrumpled0004_1_S","Paper","Inspection","CF"
"powerspec","original",2,2000,9,1,59,129,33,"CF",4,"cin",210815.9669,16,"2",2.41829046999919,NA,NA,1,"FlowerBeds0044_1_S","Flowers","Inspection","CF"
"PS","synth",3,2000,7,46,1,13,129,"CF",4,"cin",210815.9669,17,"3",2.46846595499665,NA,NA,1,"Carpet0047_1_S","Carpet","Inspection","CF"
"conv5","synth",1,2000,5,1,44,129,26,"CF",4,"cin",210815.9669,18,"1",2.50601916999949,NA,NA,1,"FoodVarious0001_1_S","Candy","Inspection","CF"
"conv5","original",2,2000,1,1,51,129,3,"CF",4,"cin",210815.9669,19,"3",2.81924943999911,NA,NA,0,"FlowerBeds0044_1_S","Flowers","Inspection","CF"
"PS","synth",3,2000,9,1,82,129,111,"CF",4,"cin",210815.9669,20,"3",2.45305770499908,NA,NA,1,"Carpet0047_1_S","Carpet","Inspection","CF"
"PS","original",3,2000,9,1,128,129,39,"CF",4,"cin",210815.9669,21,"3",2.42195442499724,NA,NA,1,"GrassDead0131_1_S","Grass","Inspection","CF"
"powerspec","synth",1,2000,3,1,5,129,18,"CF",4,"cin",210815.9669,22,"3",2.52047994500026,NA,NA,0,"Gravel0097_1_S","Gravel","Inspection","CF"
"powerspec","original",3,2000,4,30,1,110,129,"CF",4,"cin",210815.9669,23,"1",2.58098605499981,NA,NA,0,"Crackles0004_1_S","Cracks","Inspection","CF"
"conv5","original",1,2000,8,1,54,129,32,"CF",4,"cin",210815.9669,24,"2",2.45597016999818,NA,NA,0,"GrassDead0131_1_S","Grass","Inspection","CF"
"PS","synth",1,2000,1,1,59,129,78,"CF",4,"cin",210815.9669,25,"1",2.76764906999961,NA,NA,1,"BrickRound0043_1_S","Bricks","Inspection","CF"
"conv5","original",3,2000,1,40,1,47,129,"CF",4,"cin",210815.9669,26,"3",2.51808276999873,NA,NA,1,"MetalFloorsBare0024_1_S","Metal","Inspection","CF"
"conv5","original",1,2000,9,80,1,88,129,"CF",4,"cin",210815.9669,27,"3",2.87383594999847,NA,NA,0,"Gravel0097_1_S","Gravel","Inspection","CF"
"PS","synth",3,2000,8,1,18,129,58,"CF",4,"cin",210815.9669,28,"3",2.556224259999,NA,NA,1,"FlowerBeds0044_1_S","Flowers","Inspection","CF"
"PS","original",1,2000,7,89,1,78,129,"CF",4,"cin",210815.9669,29,"1",2.49108465499739,NA,NA,1,"RooftilesCeramic0037_1_S","Tiles","Inspection","CF"
"conv5","original",3,2000,4,1,64,129,108,"CF",4,"cin",210815.9669,30,"3",2.68727485499767,NA,NA,1,"Carpet0047_1_S","Carpet","Inspection","CF"
"conv5","original",1,2000,10,1,82,129,83,"CF",4,"cin",210815.9669,31,"2",2.78715220500089,NA,NA,0,"Vegetables0024_1_S","Beans","Inspection","CF"
"PS","synth",2,2000,7,1,9,129,18,"CF",4,"cin",210815.9669,32,"2",2.41416931500135,NA,NA,1,"FoodVarious0001_1_S","Candy","Inspection","CF"
"conv5","synth",2,2000,2,1,8,129,56,"CF",4,"cin",210815.9669,33,"1",2.54631571999926,NA,NA,0,"Gravel0097_1_S","Gravel","Inspection","CF"
"conv5","original",3,2000,9,105,1,98,129,"CF",4,"cin",210815.9669,34,"3",2.50390115499613,NA,NA,1,"Vegetables0024_1_S","Beans","Inspection","CF"
"PS","synth",2,2000,4,1,17,129,77,"CF",4,"cin",210815.9669,35,"2",2.55499672499718,NA,NA,1,"FoodVarious0001_1_S","Candy","Inspection","CF"
"conv5","synth",1,2000,6,1,33,129,17,"CF",4,"cin",210815.9669,36,"2",2.67002936499921,NA,NA,0,"Crackles0004_1_S","Cracks","Inspection","CF"
"PS","original",3,2000,5,1,17,129,104,"CF",4,"cin",210815.9669,37,"3",2.4650497549992,NA,NA,1,"FlowerBeds0044_1_S","Flowers","Inspection","CF"
"powerspec","original",3,2000,1,65,1,42,129,"CF",4,"cin",210815.9669,38,"1",2.62573120500019,NA,NA,0,"Carpet0047_1_S","Carpet","Inspection","CF"
"conv5","original",3,2000,7,20,1,29,129,"CF",4,"cin",210815.9669,39,"2",2.57079727000018,NA,NA,0,"Crackles0004_1_S","Cracks","Inspection","CF"
"powerspec","original",3,2000,8,1,15,129,68,"CF",4,"cin",210815.9669,40,"1",2.48919825999837,NA,NA,0,"MetalFloorsBare0024_1_S","Metal","Inspection","CF"
"powerspec","original",3,2000,5,1,101,129,114,"CF",4,"cin",210815.9669,41,"1",2.68160381999769,NA,NA,0,"Gravel0097_1_S","Gravel","Inspection","CF"
"powerspec","synth",2,2000,5,1,115,129,13,"CF",4,"cin",210815.9669,42,"3",0,NA,NA,0,"FlowerBeds0044_1_S","Flowers","Inspection","CF"
"conv5","original",2,2000,4,39,1,93,129,"CF",4,"cin",210815.9669,43,"3",2.4058736549996,NA,NA,0,"BrickRound0043_1_S","Bricks","Inspection","CF"
"powerspec","synth",3,2000,9,1,50,129,3,"CF",4,"cin",210815.9669,44,"2",2.38738740999906,NA,NA,0,"Vegetables0024_1_S","Beans","Inspection","CF"
"PS","synth",3,2000,8,1,66,129,15,"CF",4,"cin",210815.9669,45,"3",2.51094032999754,NA,NA,1,"FoodVarious0001_1_S","Candy","Inspection","CF"
"powerspec","original",1,2000,7,1,119,129,60,"CF",4,"cin",210815.9669,46,"3",2.5338359549969,NA,NA,0,"MetalFloorsBare0024_1_S","Metal","Inspection","CF"
