"subj","image_model","oddball","target_loc","ms_stim","synth_num","crop_x","crop_y","crop_x_2","crop_y_2","session","test_location","rand_seed","trial","response","rt","eye_valid","prop_eye_valid","correct","image_code","image_name","presentation_cond","subj_display","sex","age","first.pres_time"
"S3","conv4",1,1,200,8,1,54,129,61,1,"cin",212563.9493,59,"1",0.502839849999873,NA,NA,1,"PaperCrumpled0004_1_S","Paper","Parafoveal","Naive","f",29,200
"S3","conv2",1,2,200,7,116,1,83,129,1,"cin",212563.9493,60,"1",0.760693170000195,NA,NA,0,"Vegetables0024_1_S","Beans","Parafoveal","Naive","f",29,200
"S3","conv2",0,1,200,1,1,98,129,13,1,"cin",212563.9493,61,"1",0.813293194999915,NA,NA,1,"Scrapyard0033_1_S","Scrap","Parafoveal","Naive","f",29,200
"S3","PS",0,1,200,1,31,1,65,129,1,"cin",212563.9493,62,"1",0.912010344999544,NA,NA,1,"Crackles0004_1_S","Cracks","Parafoveal","Naive","f",29,200
"S3","conv1",1,2,200,5,43,1,9,129,1,"cin",212563.9493,63,"3",0,NA,NA,0,"BrickRound0043_1_S","Bricks","Parafoveal","Naive","f",29,200
"S3","conv1",0,1,200,4,8,1,52,129,1,"cin",212563.9493,64,"1",0.773119444999793,NA,NA,1,"MetalFloorsBare0024_1_S","Metal","Parafoveal","Naive","f",29,200
"S3","conv5",1,2,200,4,28,1,61,129,1,"cin",212563.9493,65,"2",0.839993339999637,NA,NA,1,"FoodVarious0001_1_S","Candy","Parafoveal","Naive","f",29,200
"S3","conv5",0,1,200,2,79,1,50,129,1,"cin",212563.9493,66,"1",0.667192769999929,NA,NA,1,"GrassDead0131_1_S","Grass","Parafoveal","Naive","f",29,200
"S3","conv4",0,1,200,3,30,1,23,129,1,"cin",212563.9493,67,"2",1.07795370999975,NA,NA,0,"Vegetables0024_1_S","Beans","Parafoveal","Naive","f",29,200
"S3","conv4",1,3,200,5,16,1,98,129,1,"cin",212563.9493,68,"3",1.08114916500017,NA,NA,1,"RooftilesCeramic0037_1_S","Tiles","Parafoveal","Naive","f",29,200
"S3","PS",1,3,200,6,13,1,116,129,1,"cin",212563.9493,69,"2",0.886449404999894,NA,NA,0,"Carpet0047_1_S","Carpet","Parafoveal","Naive","f",29,200
"S3","conv3",1,3,200,6,1,101,129,1,1,"cin",212563.9493,70,"2",1.04623955499983,NA,NA,0,"Scrapyard0033_1_S","Scrap","Parafoveal","Naive","f",29,200
"S3","conv1",0,2,200,1,5,1,38,129,1,"cin",212563.9493,71,"2",0.818743344999803,NA,NA,1,"Crackles0004_1_S","Cracks","Parafoveal","Naive","f",29,200
"S3","conv1",1,2,200,10,1,122,129,98,1,"cin",212563.9493,72,"2",0,NA,NA,1,"PaperCrumpled0004_1_S","Paper","Parafoveal","Naive","f",29,200
"S3","conv1",0,1,200,3,6,1,100,129,1,"cin",212563.9493,73,"1",0.775159369999983,NA,NA,1,"FoodVarious0001_1_S","Candy","Parafoveal","Naive","f",29,200
"S3","conv3",1,2,200,10,5,1,93,129,1,"cin",212563.9493,74,"2",0.698157729999821,NA,NA,1,"Carpet0047_1_S","Carpet","Parafoveal","Naive","f",29,200
"S3","conv4",1,2,200,2,71,1,63,129,1,"cin",212563.9493,75,"1",0.819007335000151,NA,NA,0,"FlowerBeds0044_1_S","Flowers","Parafoveal","Naive","f",29,200
"S3","conv5",1,2,200,2,84,1,122,129,1,"cin",212563.9493,76,"2",0.695957669999643,NA,NA,1,"Gravel0097_1_S","Gravel","Parafoveal","Naive","f",29,200
"S3","conv1",1,3,200,7,70,1,128,129,1,"cin",212563.9493,77,"3",1.19826940999974,NA,NA,1,"GrassDead0131_1_S","Grass","Parafoveal","Naive","f",29,200
"S3","conv3",1,2,200,1,1,63,129,63,1,"cin",212563.9493,78,"2",0.777796620000117,NA,NA,1,"RooftilesCeramic0037_1_S","Tiles","Parafoveal","Naive","f",29,200
"S3","conv1",1,3,200,10,1,42,129,28,1,"cin",212563.9493,79,"3",0.926289409999754,NA,NA,1,"Carpet0047_1_S","Carpet","Parafoveal","Naive","f",29,200
"S3","conv4",0,1,200,2,53,1,102,129,1,"cin",212563.9493,80,"1",0.879848499999753,NA,NA,1,"Gravel0097_1_S","Gravel","Parafoveal","Naive","f",29,200
"S3","conv3",1,2,200,6,1,60,129,11,1,"cin",212563.9493,81,"3",0.956723019999572,NA,NA,0,"Vegetables0024_1_S","Beans","Parafoveal","Naive","f",29,200
"S3","conv4",1,1,200,6,1,65,129,50,1,"cin",212563.9493,82,"2",0.825658459999886,NA,NA,0,"Crackles0004_1_S","Cracks","Parafoveal","Naive","f",29,200
"S3","conv1",0,2,200,3,1,59,129,126,1,"cin",212563.9493,83,"2",0.730275479999818,NA,NA,1,"Carpet0047_1_S","Carpet","Parafoveal","Naive","f",29,200
"S3","conv4",1,2,200,6,1,41,129,78,1,"cin",212563.9493,84,"1",0.839463179999711,NA,NA,0,"GrassDead0131_1_S","Grass","Parafoveal","Naive","f",29,200
"S3","conv4",1,3,200,10,1,37,129,24,1,"cin",212563.9493,85,"1",1.17629086499983,NA,NA,0,"BrickRound0043_1_S","Bricks","Parafoveal","Naive","f",29,200
"S3","conv3",1,1,200,2,23,1,127,129,1,"cin",212563.9493,86,"1",1.07903296999984,NA,NA,1,"Gravel0097_1_S","Gravel","Parafoveal","Naive","f",29,200
"S3","PS",0,2,200,7,30,1,109,129,1,"cin",212563.9493,87,"1",0.918905125000038,NA,NA,0,"MetalFloorsBare0024_1_S","Metal","Parafoveal","Naive","f",29,200
"S3","conv3",0,2,200,4,99,1,28,129,1,"cin",212563.9493,88,"1",0.84342560999994,NA,NA,0,"FlowerBeds0044_1_S","Flowers","Parafoveal","Naive","f",29,200
"S3","PS",0,3,200,7,5,1,67,129,1,"cin",212563.9493,89,"2",1.20288089999985,NA,NA,0,"FoodVarious0001_1_S","Candy","Parafoveal","Naive","f",29,200
"S3","conv5",1,3,200,6,42,1,10,129,1,"cin",212563.9493,90,"na",NA,NA,NA,0,"Vegetables0024_1_S","Beans","Parafoveal","Naive","f",29,200
"S3","conv1",1,3,200,7,1,93,129,15,1,"cin",212563.9493,91,"na",NA,NA,NA,0,"Crackles0004_1_S","Cracks","Parafoveal","Naive","f",29,200
"S3","conv5",0,1,200,9,32,1,20,129,1,"cin",212563.9493,92,"2",0.820130609999978,NA,NA,0,"FoodVarious0001_1_S","Candy","Parafoveal","Naive","f",29,200
"S3","conv3",1,3,200,2,1,68,129,125,1,"cin",212563.9493,93,"2",0,NA,NA,0,"FlowerBeds0044_1_S","Flowers","Parafoveal","Naive","f",29,200
"S3","conv1",0,1,200,3,1,126,129,88,1,"cin",212563.9493,94,"1",0.720451219999632,NA,NA,1,"MetalFloorsBare0024_1_S","Metal","Parafoveal","Naive","f",29,200
"S3","conv4",0,2,200,3,34,1,40,129,1,"cin",212563.9493,95,"1",0.870705844999975,NA,NA,0,"PaperCrumpled0004_1_S","Paper","Parafoveal","Naive","f",29,200
"S3","conv4",0,3,200,2,45,1,60,129,1,"cin",212563.9493,96,"na",NA,NA,NA,0,"RooftilesCeramic0037_1_S","Tiles","Parafoveal","Naive","f",29,200
"S3","conv4",1,3,200,8,15,1,40,129,1,"cin",212563.9493,97,"na",NA,NA,NA,0,"MetalFloorsBare0024_1_S","Metal","Parafoveal","Naive","f",29,200
"S3","conv4",0,3,200,5,62,1,63,129,1,"cin",212563.9493,98,"na",NA,NA,NA,0,"Carpet0047_1_S","Carpet","Parafoveal","Naive","f",29,200
"S3","conv4",0,3,200,1,1,7,129,8,1,"cin",212563.9493,99,"1",0.865188034999846,NA,NA,0,"GrassDead0131_1_S","Grass","Parafoveal","Naive","f",29,200
"S3","conv5",0,3,200,1,103,1,2,129,1,"cin",212563.9493,100,"1",0.878790974999902,NA,NA,0,"FoodVarious0001_1_S","Candy","Parafoveal","Naive","f",29,200
"S3","conv4",1,1,200,5,73,1,125,129,1,"cin",212563.9493,101,"2",0.903843614999914,NA,NA,0,"MetalFloorsBare0024_1_S","Metal","Parafoveal","Naive","f",29,200
"S3","conv3",1,2,200,1,1,16,129,81,1,"cin",212563.9493,102,"2",1.15451596999992,NA,NA,1,"GrassDead0131_1_S","Grass","Parafoveal","Naive","f",29,200
"S3","conv4",0,1,200,3,1,6,129,39,1,"cin",212563.9493,103,"3",0.957987139999659,NA,NA,0,"Vegetables0024_1_S","Beans","Parafoveal","Naive","f",29,200
"S3","conv3",0,3,200,7,1,119,129,12,1,"cin",212563.9493,104,"2",1.1201848249998,NA,NA,0,"FlowerBeds0044_1_S","Flowers","Parafoveal","Naive","f",29,200
"S3","conv3",1,1,200,8,1,87,129,85,1,"cin",212563.9493,105,"2",1.17462288500019,NA,NA,0,"RooftilesCeramic0037_1_S","Tiles","Parafoveal","Naive","f",29,200
"S3","conv3",1,2,200,3,89,1,114,129,1,"cin",212563.9493,106,"2",0.950352374999966,NA,NA,1,"FoodVarious0001_1_S","Candy","Parafoveal","Naive","f",29,200
"S3","conv4",0,1,200,4,19,1,83,129,1,"cin",212563.9493,107,"2",1.01714665000009,NA,NA,0,"MetalFloorsBare0024_1_S","Metal","Parafoveal","Naive","f",29,200
"S3","conv2",1,1,200,6,1,10,129,24,1,"cin",212563.9493,108,"2",0.945921389999512,NA,NA,0,"Carpet0047_1_S","Carpet","Parafoveal","Naive","f",29,200
"S3","conv1",0,3,200,9,11,1,67,129,1,"cin",212563.9493,109,"2",0.992148124999858,NA,NA,0,"Scrapyard0033_1_S","Scrap","Parafoveal","Naive","f",29,200
"S3","PS",1,1,200,7,1,120,129,116,1,"cin",212563.9493,110,"2",1.04548335999971,NA,NA,0,"BrickRound0043_1_S","Bricks","Parafoveal","Naive","f",29,200
"S3","PS",0,1,200,8,73,1,19,129,1,"cin",212563.9493,111,"2",0.956110899999658,NA,NA,0,"FoodVarious0001_1_S","Candy","Parafoveal","Naive","f",29,200
"S3","conv5",1,1,200,9,1,69,129,61,1,"cin",212563.9493,112,"3",1.00256889000002,NA,NA,0,"FlowerBeds0044_1_S","Flowers","Parafoveal","Naive","f",29,200
"S3","conv2",1,2,200,7,1,23,129,61,1,"cin",212563.9493,113,"2",1.1251131099998,NA,NA,1,"PaperCrumpled0004_1_S","Paper","Parafoveal","Naive","f",29,200
"S3","conv5",1,1,200,10,66,1,61,129,1,"cin",212563.9493,114,"2",0.76938680000012,NA,NA,0,"Carpet0047_1_S","Carpet","Parafoveal","Naive","f",29,200
"S3","conv2",1,3,200,9,106,1,22,129,1,"cin",212563.9493,115,"1",0.801022959999955,NA,NA,0,"GrassDead0131_1_S","Grass","Parafoveal","Naive","f",29,200
"S3","conv2",0,1,200,2,27,1,6,129,1,"cin",212563.9493,116,"1",0.736292290000165,NA,NA,1,"Gravel0097_1_S","Gravel","Parafoveal","Naive","f",29,200
"S3","PS",0,3,200,10,104,1,32,129,1,"cin",212563.9493,117,"1",0.803902709999875,NA,NA,0,"PaperCrumpled0004_1_S","Paper","Parafoveal","Naive","f",29,200
"S3","conv4",1,2,200,9,1,108,129,8,1,"cin",212563.9493,118,"2",0.780489154999941,NA,NA,1,"BrickRound0043_1_S","Bricks","Parafoveal","Naive","f",29,200
"S3","conv5",0,1,200,2,1,69,129,72,1,"cin",212563.9493,119,"3",0.860739604999708,NA,NA,0,"GrassDead0131_1_S","Grass","Parafoveal","Naive","f",29,200
"S3","conv4",1,3,200,9,51,1,107,129,1,"cin",212563.9493,120,"3",0.750157099999797,NA,NA,1,"RooftilesCeramic0037_1_S","Tiles","Parafoveal","Naive","f",29,200
"S3","PS",1,1,200,4,1,113,129,63,1,"cin",212563.9493,121,"3",0.588368769999761,NA,NA,0,"PaperCrumpled0004_1_S","Paper","Parafoveal","Naive","f",29,200
"S3","conv2",0,2,200,7,11,1,77,129,1,"cin",212563.9493,122,"2",0.608100384999943,NA,NA,1,"MetalFloorsBare0024_1_S","Metal","Parafoveal","Naive","f",29,200
"S3","conv1",1,2,200,5,1,45,129,6,1,"cin",212563.9493,123,"2",0.637045434999436,NA,NA,1,"Gravel0097_1_S","Gravel","Parafoveal","Naive","f",29,200
"S3","conv4",0,3,200,5,102,1,54,129,1,"cin",212563.9493,124,"2",0.535257374999674,NA,NA,0,"RooftilesCeramic0037_1_S","Tiles","Parafoveal","Naive","f",29,200
"S3","conv3",1,3,200,6,1,95,129,38,1,"cin",212563.9493,125,"3",0.463488225000219,NA,NA,1,"Carpet0047_1_S","Carpet","Parafoveal","Naive","f",29,200
"S3","conv1",0,1,200,5,81,1,59,129,1,"cin",212563.9493,126,"1",0.782881650000036,NA,NA,1,"Crackles0004_1_S","Cracks","Parafoveal","Naive","f",29,200
"S3","conv2",0,1,200,2,34,1,53,129,1,"cin",212563.9493,127,"2",0.786727960000007,NA,NA,0,"GrassDead0131_1_S","Grass","Parafoveal","Naive","f",29,200
"S3","conv3",0,3,200,1,94,1,70,129,1,"cin",212563.9493,128,"3",0.920445084999756,NA,NA,1,"Gravel0097_1_S","Gravel","Parafoveal","Naive","f",29,200
"S3","PS",1,3,200,4,1,32,129,72,1,"cin",212563.9493,129,"2",0.991969704999519,NA,NA,0,"BrickRound0043_1_S","Bricks","Parafoveal","Naive","f",29,200
"S3","conv2",1,3,200,8,1,42,129,74,1,"cin",212563.9493,130,"2",0.741769394999665,NA,NA,0,"Scrapyard0033_1_S","Scrap","Parafoveal","Naive","f",29,200
"S3","conv1",1,1,200,6,4,1,49,129,1,"cin",212563.9493,131,"2",0.502621199999794,NA,NA,0,"PaperCrumpled0004_1_S","Paper","Parafoveal","Naive","f",29,200
"S3","conv2",1,3,200,6,52,1,115,129,1,"cin",212563.9493,132,"2",0.62982435999993,NA,NA,0,"MetalFloorsBare0024_1_S","Metal","Parafoveal","Naive","f",29,200
"S3","PS",0,2,200,10,102,1,14,129,1,"cin",212563.9493,133,"2",0.917697044999841,NA,NA,1,"Crackles0004_1_S","Cracks","Parafoveal","Naive","f",29,200
"S3","conv2",1,3,200,4,20,1,94,129,1,"cin",212563.9493,134,"3",0.783232454999506,NA,NA,1,"RooftilesCeramic0037_1_S","Tiles","Parafoveal","Naive","f",29,200
"S3","conv5",0,1,200,5,57,1,121,129,1,"cin",212563.9493,135,"2",0.772486285000014,NA,NA,0,"Gravel0097_1_S","Gravel","Parafoveal","Naive","f",29,200
"S3","conv1",0,3,200,6,102,1,1,129,1,"cin",212563.9493,136,"3",0.735601934999977,NA,NA,1,"Scrapyard0033_1_S","Scrap","Parafoveal","Naive","f",29,200
"S3","conv2",0,2,200,9,1,110,129,32,1,"cin",212563.9493,137,"1",0.76281734999975,NA,NA,0,"Carpet0047_1_S","Carpet","Parafoveal","Naive","f",29,200
"S3","conv1",1,3,200,4,1,70,129,14,1,"cin",212563.9493,138,"2",0.917793964999873,NA,NA,0,"FoodVarious0001_1_S","Candy","Parafoveal","Naive","f",29,200
"S3","conv3",0,2,200,7,56,1,85,129,1,"cin",212563.9493,139,"2",0.676181029999952,NA,NA,1,"MetalFloorsBare0024_1_S","Metal","Parafoveal","Naive","f",29,200
"S3","conv1",1,2,200,7,28,1,44,129,1,"cin",212563.9493,140,"2",0.809069644999454,NA,NA,1,"Crackles0004_1_S","Cracks","Parafoveal","Naive","f",29,200
"S3","conv5",1,2,200,4,1,20,129,96,1,"cin",212563.9493,141,"2",0.717072669999652,NA,NA,1,"Scrapyard0033_1_S","Scrap","Parafoveal","Naive","f",29,200
"S3","conv4",0,3,200,9,127,1,12,129,1,"cin",212563.9493,142,"2",0.913906020000013,NA,NA,0,"FlowerBeds0044_1_S","Flowers","Parafoveal","Naive","f",29,200
"S3","conv4",0,1,200,1,120,1,90,129,1,"cin",212563.9493,143,"1",0.805739174999871,NA,NA,1,"PaperCrumpled0004_1_S","Paper","Parafoveal","Naive","f",29,200
"S3","conv3",0,3,200,7,1,113,129,113,1,"cin",212563.9493,144,"2",0.911883199999465,NA,NA,0,"BrickRound0043_1_S","Bricks","Parafoveal","Naive","f",29,200
"S3","PS",0,2,200,9,1,34,129,15,1,"cin",212563.9493,145,"2",1.04577688499967,NA,NA,1,"MetalFloorsBare0024_1_S","Metal","Parafoveal","Naive","f",29,200
"S3","PS",1,2,200,1,1,36,129,113,1,"cin",212563.9493,146,"2",0.843140859999949,NA,NA,1,"Carpet0047_1_S","Carpet","Parafoveal","Naive","f",29,200
"S3","conv3",1,1,200,6,1,108,129,73,1,"cin",212563.9493,147,"1",0.969565564999812,NA,NA,1,"Crackles0004_1_S","Cracks","Parafoveal","Naive","f",29,200
"S3","PS",1,1,200,9,113,1,46,129,1,"cin",212563.9493,148,"2",1.12788694999972,NA,NA,0,"Gravel0097_1_S","Gravel","Parafoveal","Naive","f",29,200
"S3","PS",0,1,200,4,103,1,109,129,1,"cin",212563.9493,149,"1",0.930911939999532,NA,NA,1,"FoodVarious0001_1_S","Candy","Parafoveal","Naive","f",29,200
"S3","conv3",0,3,200,5,67,1,81,129,1,"cin",212563.9493,150,"2",1.05401739499985,NA,NA,0,"Vegetables0024_1_S","Beans","Parafoveal","Naive","f",29,200
"S3","conv2",1,3,200,6,1,59,129,127,1,"cin",212563.9493,151,"3",0.924656740000046,NA,NA,1,"RooftilesCeramic0037_1_S","Tiles","Parafoveal","Naive","f",29,200
"S3","conv4",1,1,200,10,1,87,129,38,1,"cin",212563.9493,152,"2",1.11072624000008,NA,NA,0,"FlowerBeds0044_1_S","Flowers","Parafoveal","Naive","f",29,200
"S3","conv3",1,2,200,3,1,7,129,105,1,"cin",212563.9493,153,"2",1.05665425999996,NA,NA,1,"FoodVarious0001_1_S","Candy","Parafoveal","Naive","f",29,200
"S3","conv4",0,3,200,1,24,1,121,129,1,"cin",212563.9493,154,"2",1.20207649999975,NA,NA,0,"Crackles0004_1_S","Cracks","Parafoveal","Naive","f",29,200
"S3","conv2",0,2,200,4,1,26,129,76,1,"cin",212563.9493,155,"2",1.02002632499989,NA,NA,1,"RooftilesCeramic0037_1_S","Tiles","Parafoveal","Naive","f",29,200
"S3","conv3",1,3,200,4,1,108,129,28,1,"cin",212563.9493,156,"2",0.743421364999904,NA,NA,0,"Scrapyard0033_1_S","Scrap","Parafoveal","Naive","f",29,200
"S3","conv4",0,2,200,10,1,41,129,66,1,"cin",212563.9493,157,"2",0.793138534999798,NA,NA,1,"Gravel0097_1_S","Gravel","Parafoveal","Naive","f",29,200
"S3","conv5",0,3,200,10,95,1,119,129,1,"cin",212563.9493,158,"1",0.965217800000119,NA,NA,0,"BrickRound0043_1_S","Bricks","Parafoveal","Naive","f",29,200
"S3","conv3",0,1,200,3,31,1,82,129,1,"cin",212563.9493,159,"2",0.789992569999868,NA,NA,0,"FoodVarious0001_1_S","Candy","Parafoveal","Naive","f",29,200
"S3","conv5",0,2,200,8,1,82,129,93,1,"cin",212563.9493,160,"2",1.12281798999993,NA,NA,1,"PaperCrumpled0004_1_S","Paper","Parafoveal","Naive","f",29,200
"S3","conv5",0,3,200,10,25,1,122,129,1,"cin",212563.9493,161,"2",0.869396520000009,NA,NA,0,"GrassDead0131_1_S","Grass","Parafoveal","Naive","f",29,200
"S3","conv1",1,1,200,6,49,1,58,129,1,"cin",212563.9493,162,"1",0.714002494999477,NA,NA,1,"RooftilesCeramic0037_1_S","Tiles","Parafoveal","Naive","f",29,200
"S3","PS",0,3,200,7,1,36,129,3,1,"cin",212563.9493,163,"2",0.898687354999765,NA,NA,0,"MetalFloorsBare0024_1_S","Metal","Parafoveal","Naive","f",29,200
"S3","conv5",0,1,200,8,47,1,125,129,1,"cin",212563.9493,164,"2",1.1770087699997,NA,NA,0,"BrickRound0043_1_S","Bricks","Parafoveal","Naive","f",29,200
"S3","conv1",0,2,200,4,123,1,87,129,1,"cin",212563.9493,165,"2",0,NA,NA,1,"FoodVarious0001_1_S","Candy","Parafoveal","Naive","f",29,200
"S3","PS",0,2,200,8,82,1,66,129,1,"cin",212563.9493,166,"2",1.09843685999977,NA,NA,1,"Scrapyard0033_1_S","Scrap","Parafoveal","Naive","f",29,200
"S3","conv1",1,3,200,8,1,25,129,83,1,"cin",212563.9493,167,"3",0.829079219999585,NA,NA,1,"MetalFloorsBare0024_1_S","Metal","Parafoveal","Naive","f",29,200
"S3","PS",1,2,200,2,99,1,127,129,1,"cin",212563.9493,168,"2",1.06236915499949,NA,NA,1,"FlowerBeds0044_1_S","Flowers","Parafoveal","Naive","f",29,200
"S3","conv2",1,3,200,7,1,3,129,53,1,"cin",212563.9493,169,"1",0,NA,NA,0,"PaperCrumpled0004_1_S","Paper","Parafoveal","Naive","f",29,200
"S3","conv1",1,2,200,7,65,1,84,129,1,"cin",212563.9493,170,"2",0.788797924999926,NA,NA,1,"MetalFloorsBare0024_1_S","Metal","Parafoveal","Naive","f",29,200
"S3","conv1",0,2,200,1,34,1,16,129,1,"cin",212563.9493,171,"2",0.653895264999846,NA,NA,1,"Vegetables0024_1_S","Beans","Parafoveal","Naive","f",29,200
"S3","conv4",0,1,200,2,1,21,129,41,1,"cin",212563.9493,172,"1",1.07186728499983,NA,NA,1,"Carpet0047_1_S","Carpet","Parafoveal","Naive","f",29,200
"S3","conv2",1,1,200,4,1,69,129,126,1,"cin",212563.9493,173,"2",0.976787144999889,NA,NA,0,"GrassDead0131_1_S","Grass","Parafoveal","Naive","f",29,200
"S3","conv2",1,1,200,8,79,1,110,129,1,"cin",212563.9493,174,"1",1.0137522949999,NA,NA,1,"FoodVarious0001_1_S","Candy","Parafoveal","Naive","f",29,200
"S3","conv1",0,1,200,7,46,1,33,129,1,"cin",212563.9493,175,"na",NA,NA,NA,0,"Carpet0047_1_S","Carpet","Parafoveal","Naive","f",29,200
"S3","conv5",0,2,200,4,23,1,119,129,1,"cin",212563.9493,176,"1",0.872989524999866,NA,NA,0,"Scrapyard0033_1_S","Scrap","Parafoveal","Naive","f",29,200
"S3","conv5",0,2,200,9,47,1,84,129,1,"cin",212563.9493,177,"2",1.07959935999997,NA,NA,1,"FoodVarious0001_1_S","Candy","Parafoveal","Naive","f",29,200
"S3","conv4",1,3,200,4,12,1,121,129,1,"cin",212563.9493,178,"2",1.01463878000004,NA,NA,0,"Crackles0004_1_S","Cracks","Parafoveal","Naive","f",29,200
"S3","conv2",1,2,200,1,1,30,129,53,1,"cin",212563.9493,179,"1",1.14224130499997,NA,NA,0,"GrassDead0131_1_S","Grass","Parafoveal","Naive","f",29,200
"S3","conv1",0,1,200,8,1,83,129,90,1,"cin",212563.9493,180,"1",0,NA,NA,1,"FlowerBeds0044_1_S","Flowers","Parafoveal","Naive","f",29,200
"S3","conv3",0,1,200,1,1,78,129,26,1,"cin",212563.9493,181,"2",0.636678849999953,NA,NA,0,"Vegetables0024_1_S","Beans","Parafoveal","Naive","f",29,200
"S3","conv1",1,2,200,2,1,125,129,112,1,"cin",212563.9493,182,"2",0.965597004999836,NA,NA,1,"GrassDead0131_1_S","Grass","Parafoveal","Naive","f",29,200
"S3","conv1",1,3,200,5,1,22,129,41,1,"cin",212563.9493,183,"1",0.870522169999731,NA,NA,0,"Gravel0097_1_S","Gravel","Parafoveal","Naive","f",29,200
"S3","PS",0,3,200,8,1,54,129,66,1,"cin",212563.9493,184,"2",0.936859809999987,NA,NA,0,"Crackles0004_1_S","Cracks","Parafoveal","Naive","f",29,200
"S3","conv4",0,1,200,1,119,1,101,129,1,"cin",212563.9493,185,"1",0,NA,NA,1,"BrickRound0043_1_S","Bricks","Parafoveal","Naive","f",29,200
"S3","conv1",1,2,200,7,1,21,129,80,1,"cin",212563.9493,186,"2",0.714641505000145,NA,NA,1,"FlowerBeds0044_1_S","Flowers","Parafoveal","Naive","f",29,200
"S3","conv5",0,2,200,1,1,109,129,109,1,"cin",212563.9493,187,"2",0,NA,NA,1,"Crackles0004_1_S","Cracks","Parafoveal","Naive","f",29,200
"S3","conv2",0,1,200,10,78,1,47,129,1,"cin",212563.9493,188,"2",0.90460336499973,NA,NA,0,"Carpet0047_1_S","Carpet","Parafoveal","Naive","f",29,200
"S3","PS",1,3,200,4,75,1,57,129,1,"cin",212563.9493,189,"1",1.01677148999988,NA,NA,0,"RooftilesCeramic0037_1_S","Tiles","Parafoveal","Naive","f",29,200
"S3","conv1",1,3,200,10,60,1,79,129,1,"cin",212563.9493,190,"2",0.979465959999743,NA,NA,0,"FlowerBeds0044_1_S","Flowers","Parafoveal","Naive","f",29,200
"S3","PS",1,3,200,8,1,61,129,28,1,"cin",212563.9493,191,"1",1.12067587000001,NA,NA,0,"BrickRound0043_1_S","Bricks","Parafoveal","Naive","f",29,200
"S3","conv3",1,2,200,9,5,1,32,129,1,"cin",212563.9493,192,"2",0.956405729999915,NA,NA,1,"FoodVarious0001_1_S","Candy","Parafoveal","Naive","f",29,200
"S3","conv3",0,1,200,4,1,114,129,110,1,"cin",212563.9493,193,"2",1.16580953499943,NA,NA,0,"Crackles0004_1_S","Cracks","Parafoveal","Naive","f",29,200
"S3","conv5",1,3,200,8,47,1,95,129,1,"cin",212563.9493,194,"3",1.04467145499984,NA,NA,1,"MetalFloorsBare0024_1_S","Metal","Parafoveal","Naive","f",29,200
"S3","conv1",0,2,200,7,97,1,15,129,1,"cin",212563.9493,195,"2",0.704345979999744,NA,NA,1,"Scrapyard0033_1_S","Scrap","Parafoveal","Naive","f",29,200
"S3","conv4",0,1,200,9,1,75,129,72,1,"cin",212563.9493,196,"3",0.923976734999997,NA,NA,0,"FoodVarious0001_1_S","Candy","Parafoveal","Naive","f",29,200
"S3","conv1",0,3,200,2,1,98,129,13,1,"cin",212563.9493,197,"2",0,NA,NA,0,"PaperCrumpled0004_1_S","Paper","Parafoveal","Naive","f",29,200
"S3","conv2",0,2,200,5,1,64,129,41,1,"cin",212563.9493,198,"2",1.20459471999948,NA,NA,1,"BrickRound0043_1_S","Bricks","Parafoveal","Naive","f",29,200
"S3","conv4",1,2,200,4,54,1,76,129,1,"cin",212563.9493,199,"3",1.19036795999955,NA,NA,0,"Scrapyard0033_1_S","Scrap","Parafoveal","Naive","f",29,200
"S3","conv4",0,3,200,2,1,43,129,50,1,"cin",212563.9493,200,"2",0.737297050000052,NA,NA,0,"Carpet0047_1_S","Carpet","Parafoveal","Naive","f",29,200
"S3","conv5",0,2,200,10,47,1,65,129,1,"cin",212563.9493,201,"2",0.899157315000139,NA,NA,1,"BrickRound0043_1_S","Bricks","Parafoveal","Naive","f",29,200
"S3","conv5",1,1,200,8,72,1,39,129,1,"cin",212563.9493,202,"2",0.751156265000191,NA,NA,0,"PaperCrumpled0004_1_S","Paper","Parafoveal","Naive","f",29,200
"S3","conv4",1,2,200,7,1,87,129,82,1,"cin",212563.9493,203,"2",0.698967284999526,NA,NA,1,"Scrapyard0033_1_S","Scrap","Parafoveal","Naive","f",29,200
"S3","conv1",1,1,200,4,70,1,77,129,1,"cin",212563.9493,204,"2",0.748598514999685,NA,NA,0,"Gravel0097_1_S","Gravel","Parafoveal","Naive","f",29,200
"S3","conv4",1,1,200,2,88,1,105,129,1,"cin",212563.9493,205,"1",0.965376864999598,NA,NA,1,"FoodVarious0001_1_S","Candy","Parafoveal","Naive","f",29,200
"S3","conv4",1,2,200,5,1,59,129,36,1,"cin",212563.9493,206,"2",0.916163239999605,NA,NA,1,"Carpet0047_1_S","Carpet","Parafoveal","Naive","f",29,200
"S3","conv2",1,1,200,5,99,1,127,129,1,"cin",212563.9493,207,"1",1.09761168499972,NA,NA,1,"Gravel0097_1_S","Gravel","Parafoveal","Naive","f",29,200
"S3","conv5",1,2,200,8,94,1,63,129,1,"cin",212563.9493,208,"1",1.14552483999978,NA,NA,0,"FlowerBeds0044_1_S","Flowers","Parafoveal","Naive","f",29,200
"S3","PS",1,2,200,10,1,21,129,79,1,"cin",212563.9493,209,"2",0,NA,NA,1,"RooftilesCeramic0037_1_S","Tiles","Parafoveal","Naive","f",29,200
